company_id,name,description,company_size,state,country,city,zip_code,address,url
1103,Verizon,"You want more out of a career. A place to share your ideas freely — even if they’re daring or different. Where the true you can shine through. A space to create and connect with people who truly care. And where there’s the flexibility to focus on the passions that matter most.

Our network is built by people like you. We’re a human network that reaches across the globe and works behind the scenes. We anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together—lifting up our communities and striving to make an impact to move the world forward.

So, if you're fueled by purpose, and powered by persistence, explore a career with us. Here, you’ll discover the rigor it takes to make a difference and the fulfillment that comes with living the #NetworkLife.",7,NJ,US,Basking Ridge,07920-1097,One Verizon Way,https://www.linkedin.com/company/verizon
1115,SAP,"At SAP, our purpose is to help the world run better and improve people’s lives. Our promise is to innovate to help our customers run at their best. SAP is committed to helping every customer become a best-run business. We engineer solutions to fuel innovation, foster equality, and spread opportunity across borders and cultures. Together, with our customers and partners, we can transform industries, grow economies, lift up societies, and sustain our environment. 

SAP privacy statement for followers: www.sap.com/sps",7,BW,DE,Walldorf,69190,Dietmar-Hopp-Allee 16,https://www.linkedin.com/company/sap
1118,The Duracell Company,"Duracell is the world’s leading manufacturer and marketer of high-performance alkaline batteries, lithium coins, rechargeable batteries, and other specialty cells. Duracell powers many devices across the globe such as game console controllers, baby monitors, flashlights, smoke detectors, and toys such as the Monster Jam RC trucks.
As the leader in the personal power category, Duracell has a rich history of innovation continuously introducing batteries that are more powerful and longer lasting than competitor brands - holding our title as the #1 trusted battery brand since 2018. Duracell is committed to powering communities and organizations, ensuring child safety, and keeping devices running when they’re needed most.
Duracell focuses on sustainable growth, industry-leading innovation and creating long term value for our customers and consumers. At Duracell integrity, end to end accountability across all levels, fast decision making and a “can do” attitude are highly valued. Powered by those, Duracell - a multi-national and multi-cultural company – is committed to become the world’s undisputed #1 Personal Power Company. 
Duracell is committed to hiring incredible talent and, as such, offers competitive compensation packages and employee benefits. To this same end, Duracell respects and values the aspects that make each candidate unique and, as an Equal Opportunity employer, is committed to providing a work environment that is free of discrimination against employees and applicants on the basis of any factor prohibited by applicable laws and regulations. ",5,Illinois,US,Chicago,60603,135 S LaSalle St,https://www.linkedin.com/company/duracell
1185,Pfizer,"We’re celebrating 175 years of daring scientific innovation—and we’re not done yet. Every day, we’re channeling our passion and resources into delivering innovative therapies that change the face of healthcare. Let’s outdo yesterday. 

Follow our progress as we accelerate the next generation of cancer treatments at LetsOutdoCancer.com 

For additional information on our guidelines, please visit  http://www.pfizer.com/community-guidelines",7,New York,US,New York,10017,New York,https://www.linkedin.com/company/pfizer
1201,Cordis,"With more than a 60-year history of pioneering products to treat millions of patients, Cordis is a worldwide leader in the development and manufacturing of interventional cardiovascular technology. Cordis established a legacy of high-quality and minimally-invasive cardiovascular products; and has built a robust global footprint with operations in more than 60 countries around the world. As from August 2, 2021, Cordis is a standalone company, and is committed to investing $300 million to accelerate innovation in its broad product portfolio. Building on our storied brand, we are unleashing our potential to be a $10 billion leader bringing new technology to the market through bold action at speed.",5,FL,US,Miami Lakes,33014,14201 Northwest 60th Avenue,https://www.linkedin.com/company/cordis
1207,Johnson & Johnson,"At Johnson & Johnson, we believe health is everything. As a focused healthcare company, with expertise in Innovative Medicine and MedTech, we’re empowered to tackle the world’s toughest health challenges, innovate through science and technology, and transform patient care.  ​

All of this is possible because of our people. We’re passionate innovators who put people first, and through our purpose-driven culture and talented workforce, we are stronger than ever. ​

Learn more at https://www.jnj.com. Community Guidelines: http://www.jnj.com/social-media-community-guidelines",7,NJ,US,New Brunswick,08903,0,https://www.linkedin.com/company/johnson-&-johnson
1214,UBS,"From gaining new experiences in different roles to acquiring fresh knowledge and skills – at UBS we believe that you should never stop growing and learning because life never stops teaching. We know that it's our people – with their unique backgrounds, skills, experience levels and interests – who drive our ongoing success. Ready to be part of #teamUBS and make an impact? Find out more at ubs.com/careers. 

UBS works with individuals, families, institutions, and corporations around the world to help answer some of life's questions – whether through award winning wealth management advisory, investment banking and asset management expertise, or private and corporate banking services in Switzerland*. In June 2023, Credit Suisse became a UBS Group company.

With our large and diverse team operating internationally, we have a presence in all major financial centers in more than 50 countries. Although we all come from different backgrounds and specializations, two things unite us: the conviction that we’re stronger together, and the will and curiosity to constantly innovate.  That’s the key to us unlocking our full potential (and what we look for in everyone who joins us). It’s also why we’re regularly recognized as an attractive employer.*

* Our awards https://www.ubs.com/awards
Social Media Legal Terms: http://www.ubs.com/social-legal

",7,0,CH,Zurich,8001,Postbox,https://www.linkedin.com/company/ubs
1224,US Army Corps of Engineers,"U.S. Army Corps of Engineers Mission: 
Provide vital public engineering services in peace and war to strengthen our Nation’s security, energize the economy, and reduce risks from disasters. 

U.S. Army Corps of Engineers Vision: 
A GREAT engineering force of highly disciplined people working with our partners through disciplined thought and action to deliver innovative and sustainable solutions to the Nation’s engineering challenges.",7,DC,US,Washington,20314,441 G Street NW,https://www.linkedin.com/company/us-army-corps-of-engineers
1235,Wells Fargo,"Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with approximately $1.9 trillion in assets. Wells Fargo’s vision is to satisfy our customers’ financial needs and help them succeed financially. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, investment and mortgage products and services, as well as consumer and commercial finance, through more than 7,300 locations, 12,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in over 40 countries and territories to support customers who conduct business in the global economy. With approximately 250,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 41 on Fortune’s 2022 rankings of America’s largest corporations. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories. 

Relevant military experience is considered for veterans and transitioning service men and women. 
Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation. © 2016 Wells Fargo Bank, N.A. All rights reserved. Member FDIC.",7,California,US,San Francisco,94103,420 Montgomery St,https://www.linkedin.com/company/wellsfargo
1248,Unilever,"Be part of the world’s most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. We promote innovation, big and small, to make our business win and grow; and we believe in business as a force for good. Unleash your curiosity, challenge ideas and disrupt processes; use your energy to make this happen. Our brilliant business leaders and colleagues provide mentorship and inspiration, so you can be at your best. 

Our portfolio ranges from nutritionally balanced foods to indulgent ice creams, affordable soaps, luxurious shampoos and everyday household care products. We produce world-leading brands including Lipton, Knorr, Dove, Axe, Hellmann’s and Omo, alongside trusted local names and innovative-forward thinking brands like Ben & Jerry’s, The Dollar Shave Club and Dermalogica. 

Every individual here can bring their purpose to life through their work. Join us and you’ll be surrounded by inspiring leaders and supportive peers. Among them, you’ll channel your purpose, bring fresh ideas to the table, and simply be you. As you work to make a real impact on the business and the world, we’ll work to help you become a better you.  ",7,London,GB,Blackfriars,EC4Y 0DY,100 Victoria Embankment,https://www.linkedin.com/company/unilever
1259,Atos,"This account discusses mainly (but not exclusively) the activities of Tech Foundations - the Atos Group business line leading in managed services, focusing on hybrid cloud & infrastructure, employee experience and technology services, through decarbonized, automated and AI-enabled solutions.

Eviden designs the scope composed of Atos’ digital, cloud, big data and security business lines. It will be a global leader in data-driven, trusted and sustainable digital transformation. Visit Eviden: https://www.linkedin.com/company/eviden/ and eviden.com

Atos is a global leader in digital transformation with 107,000 employees and annual revenue of c. € 11 billion. With Eviden SAS (an Atos business)  , European number one in Cybersecurity, Cloud and high-performance computing, the Group provides tailored end-to-end solutions for all industries in 69 countries. A pioneer in decarbonization services and products, Atos is committed to a secure and decarbonized digital for its clients. Atos is a SE (Societas Europaea) and listed on Euronext Paris.

The purpose of Atos is to help design the future of the information space. Its expertise and services support the development of knowledge, education and research in a multicultural approach and contribute to the development of scientific and technological excellence. Across the world, the Group enables its customers and employees, and members of societies at large to live, work and develop sustainably, in a safe and secure information space.",7,0,FR,95877 Bezons,0,80 Quai Voltaire,https://www.linkedin.com/company/atos
1281,Unisys,"We are a global technology solutions company that powers breakthroughs for the world’s leading organizations. These solutions — digital workplace, cloud, applications & infrastructure, enterprise computing and business process solutions — help people overcome obstacles and not only reach their greatest potential but go beyond it. 

For more information about how we deliver for our clients, visit https://www.unisys.com/.",7,Pennsylvania,US,Blue Bell,19422,801 Lakeview Drive,https://www.linkedin.com/company/unisys
1283,Infosys,"Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

Visit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.

",7,Karnataka,IN,Bangalore,560100,Infosys Limited,https://www.linkedin.com/company/infosys
1288,Yahoo,"Yahoo serves as a trusted guide for hundreds of millions of people globally, helping them achieve their goals online through our portfolio of iconic products. For advertisers, Yahoo Advertising offers omnichannel solutions and powerful data to engage with our brands and deliver results. To learn more about Yahoo, please visit yahooinc.com.
",7,CA,US,Sunnyvale,94089,Sunnyvale,https://www.linkedin.com/company/yahoo
1292,The Walt Disney Company,"From classic animated features and exhilarating theme park attractions to cutting edge sports coverage, and the hottest shows on television, The Walt Disney Company has been making magic since 1923, creating unforgettable stories that connect with audiences around the world. And we’re just getting started!

The key to our success…. The Cast, Crew, Imagineers and Employees who honor Disney’s rich legacy by stretching the bounds of imagination to create the never-before-seen, bringing unparalleled entertainment experiences to people of all ages. Begin a career that delivers unparalleled creative content and experiences to audiences around the world and just imagine the stories you could be part of…

What is #LifeAtDisney like? It’s a series of magical moments with cast members and employees developing and telling our stories in the most innovative ways. Whether it’s a day spent as a Disney VoluntEAR, or celebrating the release of a new interactive experience, retail product or movie, our days are filled with the knowledge that we are creating entertainment experiences the whole family can enjoy. Follow @DisneyCareers on Facebook, Twitter and Instagram for a peek behind-the-curtain, and discover how you could connect to a world of stories with Disney!",7,CA,US,Burbank,91521,The Walt Disney Company,https://www.linkedin.com/company/the-walt-disney-company
1318,Wipro,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients’ most complex digital transformation needs. Leveraging our holistic portfolio of capabilities in consulting, design, engineering, and operations, we help clients realize their boldest ambitions and build future-ready, sustainable businesses. With nearly 245,000 employees and business partners across 65 countries, we deliver on the promise of helping our clients, colleagues, and communities thrive in an ever-changing world.
Wipro is an Equal Employment Opportunity employer and makes all employment and employment-related decisions without regard to a person's race, sex, national origin, ancestry, disability, sexual orientation, or any other status protected by applicable law.",7,Karnataka,IN,Bangalore,560035,Doddakannelli,https://www.linkedin.com/company/wipro
1339,Air Force Research Laboratory,"WHAT WE DO
We lead the discovery, development and delivery of warfighting technologies for our air, space and cyberspace forces. Through unparalleled research, tomorrow’s technology and strategic partnerships, we give our warfighters unmatched advantage in the field. Balancing a legacy of success with a pursuit of innovation, AFRL is uniquely positioned to support the warfighter’s urgent needs and evolving demand to defend America.

WHO WE ARE
We’re a group of scientists, researchers, entrepreneurs, veterans and academics that push the boundaries of technology, creating a new tomorrow for our warfighters and our world. We never stop testing and we never stop trying. Because around the globe, market and military leaders rely on us to invent the future.

WHERE WE WORK
To give our warfighters an advantage, we give our team access to facilities and equipment that often exist in no other lab. And our people match this technology; we work alongside the brilliant, the creative and the optimistic. In order to create a better future, we dare to believe it’s possible.
",6,OH,US,Wright-Patterson AFB,45433-7132,1864 4th Street,https://www.linkedin.com/company/air-force-research-laboratory
1344,Honeywell,"Honeywell is a Fortune 500 company that invents and manufactures technologies to address tough challenges linked to global macrotrends such as safety, security, and energy. With approximately 110,000 employees worldwide, including more than 19,000 engineers and scientists, we have an unrelenting focus on quality, delivery, value, and technology in everything we make and do.",7,North Carolina,US,Charlotte,07950,Honeywell International Inc.,https://www.linkedin.com/company/honeywell
1353,Tata Consultancy Services,"A purpose-led organization that is building a meaningful future through innovation, technology, and collective knowledge. We're #BuildingOnBelief.

A part of the Tata group, India's largest multinational business group, TCS has over 500,000 of the world’s best-trained consultants in 46 countries. The company generated consolidated revenues of US $22.2 billion in the fiscal year ended March 31, 2021, and is listed on the BSE (formerly Bombay Stock Exchange) and the NSE (National Stock Exchange) in India. 

TCS' proactive stance on climate change and award-winning work with communities across the world have earned it a place in leading sustainability indices such as the MSCI Global Sustainability Index and the FTSE4Good Emerging Index. 

For more information, visit us at the link below

*Caution against fraudulent job offers*: TCS doesn't charge any fee throughout the recruitment process. Refer here: on.tcs.com/3i9X5BU",7,Maharashtra,IN,Mumbai,400001,Tata Consultancy Services,https://www.linkedin.com/company/tata-consultancy-services
1359,National Security Agency,"There is a Place for You at NSA 
Whatever expertise you bring to our team at the National Security Agency, your unique skills will play a role in protecting our families, friends, communities, service members, and ultimately, the nation.  
 
All Roles are Mission Critical 
NSA’s SIGINT mission collects intelligence about our foreign adversaries. Our cybersecurity mission safeguards critical U.S. information. Both of these duties demand a team of technical experts as well as business and HR professionals, linguists, intelligence analysts, communications specialists and more. We have career opportunities in 17 different fields, so there is truly something for everyone.  
 
When You Take Care of the Nation, The Nation Takes Care of You 
NSA supports its diverse workforce through benefits and opportunities that foster both work-life balance and career development. Along with a fantastic federal benefits package and a generous amount of paid time off, we also offer flexible schedules, relocation assistance, robust well-being services and countless opportunities to advance your career through training and mentorship. 
 
There is Job Security in Protecting National Security 
NSA’s work isn’t subject to market volatility or economic downturns. The threats to our nation never stop – and neither do we. 
 
Visit IntelligenceCareers.gov/NSA to learn about our mission and how you can have a rewarding career that safeguards the country’s future – and your own.  
",7,MD,US,Ft. Meade,20755,9800 Savage Rd,https://www.linkedin.com/company/national-security-agency
1389,bp,"We believe the world wants and needs a better and more balanced energy system that delivers secure, affordable and lower-carbon energy.

We're playing our part by investing in today's energy system, which is mainly oil and gas – and, not or – in our transition and the energy transition.

And while we’re mostly in oil and gas today, we’ve increased global investment in our lower carbon, convenience stores and power trading businesses (what we call our ‘transition growth engines’) from around 3% in 2019 to around 30% in 2022.

Increasing investment in these engines is a sign that bp’s wider transformation is underway.

Check out our commenting guidelines 👉 bp.com/CommentsGuide",7,England,GB,London,SW1Y 4PD,1 St James Square,https://www.linkedin.com/company/bp
1392,T-Mobile,"T-Mobile US, Inc. (NASDAQ: TMUS) is America’s supercharged Un-carrier, delivering an advanced 4G LTE and transformative nationwide 5G network that will offer reliable connectivity for all. T-Mobile’s customers benefit from its unmatched combination of value and quality, unwavering obsession with offering them the best possible service experience and undisputable drive for disruption that creates competition and innovation in wireless and beyond. Based in Bellevue, Wash., T-Mobile provides services through its subsidiaries and operates its flagship brands, T-Mobile and Metro by T-Mobile. For more information, please visit: https://www.t-mobile.com.",7,WA,US,Bellevue,98006,12920 SE 38th St,https://www.linkedin.com/company/t-mobile
1406,Novartis,"Novartis is an innovative medicines company. Every day, working to reimagine medicine to improve and extend people’s lives so that patients, healthcare professionals and societies are empowered in the face of serious disease. Our medicines reach more than 250 million people worldwide. 

Find out more at https://www.novartis.com 

See our community guidelines: https://go.novartis.social/3Nboxki",7,Baselstadt,CH,Basel,4002,Novartis Campus,https://www.linkedin.com/company/novartis
1412,Northrop Grumman,"We are a close-knit community of big thinkers collaborating to keep the world safe. Our passion, creativity and expertise bring next-level technology solutions to life in autonomous systems, cyber, C4ISR, strike, space, and logistics and modernization for our customers around the globe. 

On the Northrop Grumman team, you’ll join our pursuit of excellence immersed in a dynamic culture of innovation and respect. Your unique perspective will help achieve our shared vision for the future of global security. Every step of the way, you'll be supported by world-class training, employee resource groups and a comprehensive benefits package that enables greater health and happiness for you and your family.  

Worldwide and across disciplines, we’re challenging what’s possible for technology to protect people and places from undersea to outer space and into cyberspace. And we see the impact of our performance every day. We are Northrop Grumman, and we work on what matters—now, you too can make a difference.
 
Explore opportunities in engineering, IT, manufacturing, business management, cybersecurity and more at careers.northropgrumman.com. 

Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA statement, please visit www.northropgrumman.com/EEO. U. S. citizenship is required for most positions.

Our careers site can be found at northropgrumman.com/careers/.  If you are contacted by someone about a job at Northrop Grumman, please verify the opportunity on our Careers site before engaging with that contact. We only schedule interviews with qualified candidates who have applied to a job posting through our Careers site.",7,VA,US,Falls Church,22042,2980 Fairview Park Dr,https://www.linkedin.com/company/northrop-grumman-corporation
1415,CGI,"Insights you can act on

Founded in 1976, CGI is among the largest IT and business consulting services firms in the world. We are insights-driven and outcomes-based to help accelerate returns on your investments. Across 21 industries in 400 locations worldwide, we provide comprehensive, scalable and sustainable IT and business consulting services that are informed globally and delivered locally.

We value your opinions and welcome your comments and questions on our posts here on LinkedIn. Please keep a polite, professional and constructive tone. We remove comments containing objectionable language and derogatory views. We do not allow content that is unrelated to the subject, and we remove discriminatory and racist comments as well as spam and advertising. 

Note that content on this page contains general information regarding CGI’s services and initiatives and should not be considered direct business advice. To engage in a discussion with one of our experts, please contact us directly at info@cgi.com.",7,Quebec,CA,Montreal,H3G 1T4,Boulevard West,https://www.linkedin.com/company/cgi
1431,PepsiCo,"PepsiCo is a playground for curious people. We invite thinkers, doers, and changemakers to champion innovation, take calculated risks, and challenge the status quo. From executives to team members on the front lines, we’re excited about the future. We take chances. Together, we dare to make the world a better place.
 
Our associates are the magic ingredient. Each of them plays an integral role in helping create deep connections between people and our products. Think about your last group celebration: Chances are, one of our iconic brands was by your side. At PepsiCo, you’re invited to be a part of a global team of innovators who make, move, and sell these products—which are enjoyed by more than 1 billion people a day.
 
A career at PepsiCo means working in a culture where everyone’s welcome. Here, you can dare to be yourself. No matter who you are or where you’re from, you can influence the people around you and the world at large. By showing up, you’ll have the opportunity to learn, develop and grow your skills for the future. Our supportive teams can fuel your professional goals to make a global impact on people and the planet. 

Join us. Dare for Better.",7,New York,US,Purchase,10577,700 Anderson Hill Road,https://www.linkedin.com/company/pepsico
1441,Google,"A problem isn't truly solved until it's solved for all. Googlers build products that help create opportunities for everyone, whether down the street or across the globe. Bring your insight, imagination and a healthy disregard for the impossible. Bring everything that makes you unique. Together, we can build for everyone.

Check out our career opportunities at goo.gle/3DLEokh",7,CA,US,Mountain View,94043,1600 Amphitheatre Parkway,https://www.linkedin.com/company/google
1463,ADP,"Designing better ways to work through cutting-edge products, premium services and exceptional experiences that enable people to reach their full potential. HR, Talent, Time Management, Benefits and Payroll. Informed by data and designed for people.",7,New Jersey,US,Roseland,07068,1 ADP Blvd,https://www.linkedin.com/company/adp
1464,CDK Global,"CDK Global is a leading provider of retail technology and software as a service (SaaS) solutions that help dealers and auto manufacturers run their businesses more efficiently, drive improved profitability and create frictionless purchasing and ownership experiences for consumers. Today, CDK serves nearly 15,000 retail locations in North America.",6,Texas,US,Austin,78730,8601 Ranch Road 2222,https://www.linkedin.com/company/cdknorthamerica
1472,General Motors,"General Motors’ vision is to create a world with Zero Crashes, Zero Emissions and Zero Congestion, and we have committed ourselves to leading the way toward this future. Today, we are in the midst of a transportation revolution, and we have the ambition, the talent and the technology to realize the safer, better and more sustainable world we want. As an open, inclusive company, we’re also creating an environment where everyone feels welcomed and valued for who they are. One team, where all ideas are considered and heard, where everyone can contribute to their fullest potential, with a culture based in respect, integrity, accountability and equality. Our team brings wide-ranging perspectives and experiences to solving the complex transportation challenges of today and tomorrow.

For information on the GM Privacy Statement, please visit http://www.gm.com/privacy-statement.html",7,Michigan,US,Detroit,48243,100 Renaissance Center,https://www.linkedin.com/company/general-motors
1481,eBay,"At eBay, we create pathways to connect millions of sellers and buyers in more than 190 markets around the world. Our technology empowers our customers, providing everyone the opportunity to grow and thrive — no matter who they are or where they are in the world. And the ripple effect of our work creates waves of change for our customers, our company, our communities and our planet.",7,CA,US,San Jose,95125,2025 Hamilton Avenue,https://www.linkedin.com/company/ebay
1483,Ford Motor Company,"We don't just make history -- we make the future. Ford put the world on wheels over a century ago, and our teams are re-inventing icons and creating groundbreaking connected and electric vehicles for the next century. We believe in serving our customers, our communities, and the world. If you do, too, come move the world and make the future with us.

Ford is a global company with shared ideals and a deep sense of family. From our earliest days as a pioneer of modern transportation, we have sought to make the world a better place – one that benefits lives, communities and the planet. We are here to provide the means for every person to move and pursue their dreams, serving as a bridge between personal freedom and the future of mobility. In that pursuit, our 186,000 employees around the world help to set the pace of innovation every day. 

Privacy Policy: https://www.ford.com/help/privacy/",7,Michigan,US,Dearborn,0,0,https://www.linkedin.com/company/ford-motor-company
